"first_name","personLabel","countryLabel","Gender","Perc","NTimes","country_code"
"kayla","kayla adamek","Poland","Woman",100,1,"PL"
"kazimiera","janina goss","Poland","Woman",100,81,"PL"
"kazimierz","kazimierz zygmunt","Poland","Man",100,1336,"PL"
"kerim","kerim abzaiłow","Poland","Man",100,1,"PL"
"kestutis","kęstutis masiulis","Poland","Man",100,3,"PL"
"kevin","kevin dabrowski","Poland","Man",100,2,"PL"
"kharyton","kharyton lebid-yurchyk","Poland","Man",100,1,"PL"
"killion","killion munyama","Poland","Man",100,1,"PL"
"kimiko","kimiko zakreski","Poland","Woman",100,1,"PL"
"kinga","kinga szydlowska","Poland","Woman",100,128,"PL"
"kira","kira pietrek","Poland","Woman",100,3,"PL"
"kirill","cyryl klimowicz","Poland","Man",100,1,"PL"
"kiryl","kirył sosnowski","Poland","Man",100,2,"PL"
"kitty","kitty hart-moxon","Poland","Woman",100,1,"PL"
"klara","klara segałowicz","Poland","Woman",100,28,"PL"
"klaudia","klaudia blus","Poland","Woman",100,66,"PL"
"klaudiusz","klaudiusz hirsch","Poland","Man",100,19,"PL"
"klaus","klaus peter nickel","Poland","Man",100,6,"PL"
"klemens","klemens biniakowski","Poland","Man",100,37,"PL"
"klementyna","klementyna zielniok-dyś","Poland","Woman",100,13,"PL"
"kleopatra","kleopatra pawłowska","Poland","Woman",100,1,"PL"
"klym","klym dmytruk","Poland","Man",100,1,"PL"
"koji","koji kamoji","Poland","Man",100,1,"PL"
"koko","koko claire figura-schoenhals","Poland","Woman",100,1,"PL"
"koleta","koleta łyszkiewicz","Poland","Woman",100,1,"PL"
"kolumban","kolumban sobota","Poland","Man",100,1,"PL"
"konrad","konrad j waluś","Poland","Man",100,241,"PL"
"konstancja","konstancja morawska","Poland","Woman",100,10,"PL"
"konstancjusz","konstancjusz kunz","Poland","Man",100,1,"PL"
"konstantin","kanstantsin kazlowski","Poland","Man",100,6,"PL"
"konstanty","konstanty kułagowski","Poland","Man",100,132,"PL"
"konstantyn","konstantyn krefft","Poland","Man",100,1,"PL"
"kopel","kopel schwarz","Poland","Man",100,1,"PL"
"kordian","kordian smoliński","Poland","Man",100,7,"PL"
"korina","korynna korwin-mikke","Poland","Woman",100,1,"PL"
"kornel","kornel filipowicz","Poland","Man",100,15,"PL"
"kornelia","kornelia moskwa","Poland","Woman",100,18,"PL"
"korneliusz","korneliusz banach","Poland","Man",100,2,"PL"
"koryna","koryna lewandowska","Poland","Woman",100,1,"PL"
"kosma","kosma kaczmarski","Poland","Man",100,3,"PL"
"krescenty","grzegorz krescenty głazik","Poland","Man",100,1,"PL"
"kris","kris","Poland","Man",100,1,"PL"
"kristian","kristian bak nielsen","Poland","Man",100,1,"PL"
"kristijan","kristijan boskovski","Poland","Man",100,1,"PL"
"kristin","tara lipinski","Poland","Woman",100,1,"PL"
"kristina","kristina brazauskienė","Poland","Woman",100,2,"PL"
"kristof","kristof konrad","Poland","Man",100,1,"PL"
"krum","krum petkov","Poland","Man",100,1,"PL"
"kryspina","kryspina grzybek-hryncewicz","Poland","Woman",100,1,"PL"
"krystian","krystian wita","Poland","Man",100,94,"PL"
"krystiana","krystiana robb-narbutt","Poland","Woman",100,1,"PL"
"krystofer","krys kolanos","Poland","Man",100,1,"PL"
"krystsina","krystsina tsimanouskaya","Poland","Woman",100,1,"PL"
"krystyn","krystyn michałowski","Poland","Man",100,10,"PL"
"krystyna","krystyna stamirowska","Poland","Woman",99.8518518518518,675,"PL"
"krzesimir","krzesimir dębski","Poland","Man",100,1,"PL"
"krzesislawa","krzesisława dubielówna","Poland","Woman",100,1,"PL"
"krzysztof","krzysztof korzeniewski","Poland","Man",99.9470058293588,1887,"PL"
"krzysztofa","krzysia górniak","Poland","Woman",100,1,"PL"
"ksawera","ksawera grochal","Poland","Woman",100,1,"PL"
"ksawery","ksawery lewkowicz","Poland","Man",100,31,"PL"
"ksenia","ksenia matlawska-wasowska","Poland","Woman",100,3,"PL"
"ksystof","kšyštof lavrinovič","Poland","Man",100,1,"PL"
"kuba","kuba dyniewicz","Poland","Man",100,16,"PL"
"kunegunda","kunegunda siwiec","Poland","Woman",100,2,"PL"
"kurt","kurt obitz","Poland","Man",100,4,"PL"
"kwiryn","kwiryn grela","Poland","Man",100,1,"PL"
"kwiryna","kwiryna handke","Poland","Woman",100,1,"PL"
"ladislas","constantin kawecki","Poland","Man",100,1,"PL"
"ladislau","ladislau biernaski","Poland","Man",100,1,"PL"
"ladislaus","władysław stanisław zamoyski","Poland","Man",100,1,"PL"
"ladislav","laco adamík","Poland","Man",100,1,"PL"
"ladizlao","ladislaus of salzburg","Poland","Man",100,1,"PL"
"lambert","lambert mieszkowic","Poland","Man",100,2,"PL"
"larysa","larysa mitzner","Poland","Woman",100,1,"PL"
"laszlo","lászló kubala","Poland","Man",100,1,"PL"
"laura","laura breszka","Poland","Woman",100,16,"PL"
"laureen","laureen pink","Poland","Woman",100,1,"PL"
"laurencja","laurencja szała","Poland","Woman",100,1,"PL"
"laurent","lorenz","Poland","Man",100,2,"PL"
"laurentius","wawrzyniec z raciborza","Poland","Man",100,1,"PL"
"laurenz","marcel lotka","Poland","Man",100,1,"PL"
"lawrence","lawrence wnuk","Poland","Man",100,2,"PL"
"layvin","layvin kurzawa","Poland","Man",100,1,"PL"
"lazar","lazar aronshtam","Poland","Man",100,2,"PL"
"lea","lea kompanijec","Poland","Woman",100,4,"PL"
"leandro","leandro augusto","Poland","Man",100,2,"PL"
"lech","lech lutogniewski","Poland","Man",100,257,"PL"
"lechoslaw","cyryl latos-grażyński","Poland","Man",100,18,"PL"
"lee","lee stempniak","Poland","Man",100,1,"PL"
"leib","leib gruzalc","Poland","Man",100,7,"PL"
"leja","leja szyfman","Poland","Woman",100,1,"PL"
"lena","lena kolarska-bobińska","Poland","Woman",100,11,"PL"
"leni","leni alexander","Poland","Woman",100,1,"PL"
"leo","leo michalowski","Poland","Man",100,15,"PL"
"leokadia","leokadia oręziak","Poland","Woman",100,30,"PL"
"leokadija","leokadija počikovska","Poland","Woman",100,1,"PL"
"leon","grzegorz pankanin","Poland","Man",100,339,"PL"
"leonard","leonard piskorski","Poland","Man",100,72,"PL"
"leonarda","leonarda szubzda","Poland","Woman",100,4,"PL"
"leonhard","leonhard von dobschütz","Poland","Man",100,1,"PL"
"leonia","leonia rudzka","Poland","Woman",100,1,"PL"
"leonid","l. e. rodin","Poland","Man",100,11,"PL"
"leonidas","leonidas osiatyński","Poland","Man",100,4,"PL"
"leonie","leonie kascher","Poland","Woman",100,1,"PL"
"leonora","leonora kowalska","Poland","Woman",100,1,"PL"
"leopold","leopold pac pomarnacki","Poland","Man",100,98,"PL"
"leslaw","lesław koćwin","Poland","Man",100,65,"PL"
"leszek","leszek tadeusz biały","Poland","Man",100,554,"PL"
"lev","lev stern","Poland","Man",100,3,"PL"
"levi","lewi wiener","Poland","Man",100,1,"PL"
"levko","levko chykalenko","Poland","Man",100,1,"PL"
"lew","lew leon bukowiecki","Poland","Man",100,3,"PL"
"li","li qian","Poland","Woman",100,1,"PL"
"lia","lia rotbaum","Poland","Woman",100,2,"PL"
"lida","lida skotnicówna","Poland","Woman",100,1,"PL"
"lidia","barbara labuda","Poland","Woman",100,157,"PL"
"ligia","dominika wcisło-dziadecka","Poland","Woman",100,7,"PL"
"lili","lili goldstein","Poland","Woman",100,3,"PL"
"lilia","magda chelly","Poland","Woman",100,3,"PL"
"lilian","lilian seymour-tułasiewicz","Poland","Woman",100,1,"PL"
"liliana","liliana byczkowska-lipińska","Poland","Woman",100,24,"PL"
"lilianna","lilianna stawarz","Poland","Woman",100,10,"PL"
"lilla","lilla jaroń","Poland","Woman",100,3,"PL"
"linda","linda dudek","Poland","Woman",100,1,"PL"
"linus","linus lewandowski","Poland","Man",100,1,"PL"
"liron","liron cohen","Poland","Woman",100,1,"PL"
"lisinska","elisabeth baumann","Poland","Woman",100,1,"PL"
"livia","livia jelen","Poland","Woman",100,1,"PL"
"liwiusz","liwiusz ilasz","Poland","Man",100,2,"PL"
"liza","liza machulska","Poland","Woman",100,2,"PL"
"lloyd","lloyd a. simandl","Poland","Man",100,1,"PL"
"loda","loda halama","Poland","Woman",100,1,"PL"
"lola","lola israelski","Poland","Woman",100,3,"PL"
"longin","longin pawłowski","Poland","Man",100,19,"PL"
"longina","longina kłosiewicz-latoszek","Poland","Woman",100,3,"PL"
"lora","lora szafran","Poland","Woman",100,1,"PL"
"lothar","lothar lutze","Poland","Man",100,3,"PL"
"lottie","wladyslawa dombrowski","Poland","Woman",100,1,"PL"
"louis","edmund zalinski","Poland","Man",100,8,"PL"
"louise","louise gætje","Poland","Woman",100,2,"PL"
"luba","luba gawisar","Poland","Woman",100,6,"PL"
"lubina","zofia kawecka","Poland","Woman",100,1,"PL"
"lubomir","lubomir szopiński","Poland","Man",100,8,"PL"
"lubomira","lubomira burchardt","Poland","Woman",100,3,"PL"
"luboslaw","lubosław krzeszowski","Poland","Man",100,1,"PL"
"luc","alain finkielkraut","Poland","Man",100,1,"PL"
"lucas","lucas watzenrode","Poland","Man",100,1,"PL"
"lucia","lucia radochonska","Poland","Woman",100,1,"PL"
"lucien","lucien davis","Poland","Man",100,1,"PL"
"lucilla","lucilla kossowska","Poland","Woman",100,1,"PL"
"lucille","lucille eichengreen","Poland","Woman",100,1,"PL"
"lucja","joanna gajewska","Poland","Woman",100,40,"PL"
"lucjan","lucjan józefowicz","Poland","Man",100,129,"PL"
"lucjusz","lucjusz dura","Poland","Man",100,3,"PL"
"lucylla","lucylla pszczołowska","Poland","Woman",100,1,"PL"
"lucyna","lucyna arska","Poland","Woman",100,100,"PL"
"ludgarda","ludgarda buzek","Poland","Woman",100,1,"PL"
"ludger","ludger szklarski","Poland","Man",100,1,"PL"
"ludmila","ludmila bagińska","Poland","Woman",100,4,"PL"
"ludomil","ludomił pułaski","Poland","Man",100,6,"PL"
"ludomir","ludomir różycki","Poland","Man",100,28,"PL"
"ludomira","ludomira stawowy","Poland","Woman",100,1,"PL"
"ludoslaw","ludosław cichowicz","Poland","Man",100,1,"PL"
"ludovic","ludovic obraniak","Poland","Man",100,1,"PL"
"ludwig","ludwig landshoff","Poland","Man",100,14,"PL"
"ludwik","ludwik starski","Poland","Man",100,388,"PL"
"ludwika","barbara błońska-fajfrowska","Poland","Woman",100,45,"PL"
"luiza","luiza hryniewicz","Poland","Woman",100,12,"PL"
"lukas","lukas sinkiewicz","Poland","Man",100,4,"PL"
"lukasz","lukasz d. kaczmarek","Poland","Man",100,3,"PL"
"lusia","lusia ogińska","Poland","Woman",100,1,"PL"
"lutoslaw","lutosław wolniewicz","Poland","Man",100,1,"PL"
"lutoslawa","lutosława skrzypczak","Poland","Woman",100,2,"PL"
"lyda","lyda roberti","Poland","Woman",100,1,"PL"
"lydia","lydia benecke","Poland","Woman",100,2,"PL"
"lyudmila","ludmiła jakubczak","Poland","Woman",100,1,"PL"
"m.","m. różański","Poland","Man",100,1,"PL"
"mac","mac demetrius","Poland","Man",100,1,"PL"
"maciej","maciej gogulski","Poland","Man",100,1108,"PL"
"maciek","maciek szczerbowski","Poland","Man",100,8,"PL"
"maciosia","maciosia jasienica","Poland","Woman",100,1,"PL"
"madalena","madalena louro","Poland","Woman",100,1,"PL"
"madison","madison solow","Poland","Woman",100,1,"PL"
"madlen","madlen namro","Poland","Woman",100,1,"PL"
"madox","madox","Poland","Man",100,1,"PL"
"magda","magda teresa wójcik","Poland","Woman",100,44,"PL"
"magdalena","magdalena jozefowicz-korczynska","Poland","Woman",100,838,"PL"
"magnus","magnus kryński","Poland","Man",100,1,"PL"
"maher","maher ben hlima","Poland","Man",100,1,"PL"
"maia","maia steinberg","Poland","Woman",100,1,"PL"
"maja","maja staśko","Poland","Woman",100,55,"PL"
"makary","makary i","Poland","Man",100,6,"PL"
"maks","maks kraczkowski","Poland","Man",100,4,"PL"
"maksim","maksym nikonorow","Poland","Man",100,5,"PL"
"maksym","maksym adam kopiec","Poland","Man",100,6,"PL"
"maksymilian","maksymilian goldfeder","Poland","Man",100,131,"PL"
"mala","mala kriegel","Poland","Woman",100,1,"PL"
"malgorzata","małgorzata kosik","Poland","Woman",99.9146029035013,1171,"PL"
"malgosia","małgorzata zwierzchowska","Poland","Woman",100,1,"PL"
"malina","malina prześluga","Poland","Woman",100,3,"PL"
"malvina","malvina chrząszcz","Poland","Woman",100,1,"PL"
"malwina","malwina wędzikowska","Poland","Woman",100,17,"PL"
"mamadou","mamadou diouf","Poland","Man",100,1,"PL"
"mamert","mamert stankiewicz","Poland","Man",100,1,"PL"
"mamitas","berta litwina","Poland","Woman",100,1,"PL"
"manfred","manfred mannke","Poland","Man",100,11,"PL"
"manny","manny andruszewski","Poland","Man",100,1,"PL"
"mantas","mantas česnauskis","Poland","Man",100,1,"PL"
"manuel","manuel blustein","Poland","Man",100,1,"PL"
"manuela","manuela gretkowska","Poland","Woman",100,3,"PL"
"marc","marc jarblum","Poland","Man",100,1,"PL"
"marcel","marcel wiercichowski","Poland","Man",100,25,"PL"
"marcela","marcela batkiewicz","Poland","Woman",100,3,"PL"
"marceli","marceli kot","Poland","Man",100,50,"PL"
"marcelina","marcelina beucher","Poland","Woman",100,14,"PL"
"marcella","marcella sembrich","Poland","Woman",100,1,"PL"
"marcin","marcin czech","Poland","Man",100,1065,"PL"
"marcjan","markijan trofimiak","Poland","Man",100,3,"PL"
"marcjanna","marcjanna fornalska","Poland","Woman",100,3,"PL"
"marco","marco bocchino","Poland","Man",100,4,"PL"
"marcos","marcos kurtycz","Poland","Man",100,1,"PL"
"marcus","marcus piossek","Poland","Man",100,2,"PL"
"maree","maree tarnowska","Poland","Woman",100,1,"PL"
"marek","marek kmieć","Poland","Man",100,1552,"PL"
"margaret","margaret schlauch","Poland","Woman",100,5,"PL"
"margareta","margareta kozuch","Poland","Woman",100,5,"PL"
"margarete","margarete jakschik","Poland","Woman",100,1,"PL"
"margarethe","margarethe treuge","Poland","Woman",100,2,"PL"
"margarita","margarita jurczak","Poland","Woman",100,1,"PL"
"margerita","margerita trombini-kazuro","Poland","Woman",100,1,"PL"
"margherita","margherita turewicz lafranchi","Poland","Woman",100,1,"PL"
"margit","margit sielska-reich","Poland","Woman",100,1,"PL"
"margot","margot kaftal","Poland","Woman",100,2,"PL"
"margret","margret grebowicz","Poland","Woman",100,1,"PL"
"maria","marie curie","Poland","Woman",94.8086229652442,2273,"PL"
"maria antonina","maryla rodowicz","Poland","Woman",100,1,"PL"
"maria da soledade","maria andrejczyk","Poland","Woman",100,1,"PL"
"maria elizabeth","marie zakrzewska","Poland","Woman",100,1,"PL"
"maria magdalena","bogdana carpenter","Poland","Woman",100,2,"PL"
"maria teresa","maria peszek","Poland","Woman",100,1,"PL"
"marian","marian banaś","Poland","Man",100,1051,"PL"
"mariana","mariana adamczyk","Poland","Woman",100,2,"PL"
"marianna","marianna krzymowska","Poland","Woman",98.6206896551724,145,"PL"
"marie","marie zakrzewska","Poland","Woman",100,6,"PL"
"marieta","marieta gotfryd","Poland","Woman",100,2,"PL"
"marietta","grażyna paszko-patej","Poland","Woman",100,1,"PL"
"marijan","marijan łukaszewycz","Poland","Man",100,1,"PL"
"marika","marika popowicz-drapała","Poland","Woman",100,5,"PL"
"marina","marina michalak","Poland","Woman",100,5,"PL"
"marinette","marina hulia","Poland","Woman",100,1,"PL"
"mariola","mariola pawlak","Poland","Woman",100,72,"PL"
"marissa","marissa kastanek","Poland","Woman",100,1,"PL"
"marita","marita pietrucha-dutczak","Poland","Woman",100,1,"PL"
"marius","mariusz lewandowski","Poland","Man",100,1,"PL"
"mariusz","marcin borski","Poland","Man",100,546,"PL"
"mariya","maria krüger","Poland","Woman",100,1,"PL"
"mark","mark prent","Poland","Man",100,5,"PL"
"markus","markus chejfec","Poland","Man",100,7,"PL"
"marlena","marlena ratusz","Poland","Woman",100,40,"PL"
"marsha","marsha collier","Poland","Woman",100,1,"PL"
"marta","marta żarczyńska-buchowiecka","Poland","Woman",99.8134328358209,536,"PL"
"martha","martha stewart","Poland","Woman",100,2,"PL"
"martin","martin schoenwald","Poland","Man",100,18,"PL"
"martina","martina lasicki","Poland","Woman",100,2,"PL"
"martyna","martyna marciniak","Poland","Woman",98.5507246376812,69,"PL"
"mary","mary berg","Poland","Woman",100,3,"PL"
"maryla","maryla jonas","Poland","Woman",100,12,"PL"
"maryna","maryna okęcka-bromkowa","Poland","Woman",100,5,"PL"
"marysia","marysia starosta","Poland","Woman",100,2,"PL"
"marzanna","marzanna graff","Poland","Woman",100,16,"PL"
"marzena","marzena szmid","Poland","Woman",100,128,"PL"
"marzenna","marzenna dudzińska","Poland","Woman",100,12,"PL"
"matej","matej ferjan","Poland","Man",100,1,"PL"
"mateusz","mateusz franczak","Poland","Man",100,371,"PL"
"mathias","maciej ze środy","Poland","Man",100,3,"PL"
"mathieu","mateusz żuławski","Poland","Man",100,2,"PL"
"matityahu","matityahu shoham","Poland","Man",100,1,"PL"
"matt","matt dzieduszycki","Poland","Man",100,1,"PL"
"matthaus","matthew of kraków","Poland","Man",100,1,"PL"
"matthew","mateusz janik","Poland","Man",100,4,"PL"
"matthias","matthias diefenbach","Poland","Man",100,4,"PL"
"matty","matty cash","Poland","Man",100,1,"PL"
"matvey","maciej kasperowicz","Poland","Man",100,1,"PL"
"matylda","matylda szczudłowska","Poland","Woman",100,16,"PL"
"maurice","maurice fromkes","Poland","Man",100,7,"PL"
"maurus","maurus","Poland","Man",100,1,"PL"
"maurycy","ryszard straszewski","Poland","Man",100,42,"PL"
"max","max schanzer","Poland","Man",100,20,"PL"
"maximilian","maximilian fajans","Poland","Man",100,4,"PL"
"maximilien","maksymilian stanisław ryłło","Poland","Man",100,1,"PL"
"maya","maya lightbody","Poland","Woman",100,2,"PL"
"mayer","mayer kirshenblatt","Poland","Man",100,2,"PL"
"mecislovas","mieczysław litwiński","Poland","Man",100,1,"PL"
"medard","andrzej jarocha","Poland","Man",100,6,"PL"
"meier","meier eidelheit","Poland","Man",100,1,"PL"
"meinhard","hardy rodenstock","Poland","Man",100,1,"PL"
"meir","meir auerbach","Poland","Man",100,5,"PL"
"mela","mela koteluk","Poland","Woman",100,2,"PL"
"melania","melania sobańska-bondaruk","Poland","Woman",100,11,"PL"
"melanie","melanie gemsa","Poland","Woman",100,1,"PL"
"melchior","melchior zapolnik","Poland","Man",100,4,"PL"
"melissa","melissa darwood","Poland","Woman",100,1,"PL"
"melitta","melitta sallai","Poland","Woman",100,1,"PL"
"melityna","melityna gromadska","Poland","Woman",100,1,"PL"
"menachem","menachem kipnis","Poland","Man",100,5,"PL"
"menachem mendel","menachem mendel szpiro","Poland","Man",100,2,"PL"
"menahem","menahem mendl hurvitz","Poland","Man",100,1,"PL"
"menasze","menasze seidenbeutel","Poland","Man",100,2,"PL"
"mendel","menahem mendl hurvitz","Poland","Man",100,4,"PL"
"micha","micha tomkiewicz","Poland","Man",100,1,"PL"
"michael","michael lester","Poland","Man",100,30,"PL"
"michaela","michaela pawlik","Poland","Woman",100,1,"PL"
"michail","michał krasenkow","Poland","Man",100,1,"PL"
"michal","michal burmistrz","Poland","Man",100,33,"PL"
"michalina","małgorzata brzóska","Poland","Woman",100,58,"PL"
"michel","michel thomas","Poland","Man",100,12,"PL"
"michele","michele baranowicz","Poland","Man",100,2,"PL"
"michelle","michelle biskup","Poland","Woman",100,1,"PL"
"mickael","mickael olejnik","Poland","Man",100,1,"PL"
"mieczyslaw","mieczyslaw kolinski","Poland","Man",100,2,"PL"
"mieczyslawa","mieczysława zdanowicz","Poland","Woman",100,13,"PL"
"mieszko","mieszko ii","Poland","Man",100,11,"PL"
"miguel","miguel najdorf","Poland","Man",100,1,"PL"
"mihaly","michael guhr","Poland","Man",100,1,"PL"
"mika","mika urbaniak","Poland","Woman",100,1,"PL"
"mikalai","m. v. khaŭstovich","Poland","Man",100,2,"PL"
"mike","mike urbaniak","Poland","Man",100,7,"PL"
"mikhail","mikhail klyatskin","Poland","Man",100,12,"PL"
"mikolaj","mikołaj lorens","Poland","Man",100,184,"PL"
"mila","mila van der horst-kolińska","Poland","Woman",100,1,"PL"
"milada","milada ślizińska","Poland","Woman",100,1,"PL"
"milan","milan kwiatkowski","Poland","Man",100,1,"PL"
"milena","milena korycka-zirk","Poland","Woman",100,25,"PL"
"milenia","milenia fiedler","Poland","Woman",100,1,"PL"
"milica","milica semków","Poland","Woman",100,1,"PL"
"millie","millie werber","Poland","Woman",100,1,"PL"
"milo","milo kurtis","Poland","Man",100,1,"PL"
"milogost","miłogost reczek","Poland","Man",100,1,"PL"
"miloslaw","miłosław cnotliwy","Poland","Man",100,2,"PL"
"miloslawa","miłosława borzyszkowska-szewczyk","Poland","Woman",100,2,"PL"
"milosz","miłosz trojak","Poland","Man",100,4,"PL"
"milowit","miłowit kuniński","Poland","Man",100,1,"PL"
"milton","milton buki","Poland","Man",100,1,"PL"
"mina","mina bern","Poland","Woman",100,1,"PL"
"mira","mira kuś","Poland","Woman",100,14,"PL"
"mireille","mireille steinitz","Poland","Woman",100,1,"PL"
"mirek","mirek baranski","Poland","Man",100,1,"PL"
"mirel","mary wolf","Poland","Woman",100,1,"PL"
"mirela","mirela olczak","Poland","Woman",100,1,"PL"
"mirella","mirella korzeniewska-wiszniewska","Poland","Woman",100,4,"PL"
"miriam","miriam gonczarska","Poland","Woman",100,10,"PL"
"miron","miron chodakowski","Poland","Man",100,13,"PL"
"mirona","mirona palczewska-komsa","Poland","Woman",100,1,"PL"
"miroslav","miroslav dudek","Poland","Man",100,4,"PL"
"miroslava","mirosława krajewska","Poland","Woman",100,1,"PL"
"miroslaw","miroslaw szajda","Poland","Man",100,4,"PL"
"miroslawa","mirosława dubrawska","Poland","Woman",100,105,"PL"
"misha","misha cross","Poland","Woman",100,1,"PL"
"mita","mita balerio","Poland","Woman",100,1,"PL"
"mitchell","mitch kupchak","Poland","Man",100,2,"PL"
"modest","modest humiecki","Poland","Man",100,7,"PL"
"modesta","jadwiga modesta orylska","Poland","Woman",100,2,"PL"
"moe","moe drabowsky","Poland","Man",100,1,"PL"
"mohamed","mohamed nawareg","Poland","Man",100,1,"PL"
"moise","moïse kisling","Poland","Man",100,1,"PL"
"moisei","moisey leybovsky","Poland","Man",100,1,"PL"
"moishe","moishe zilberfarb","Poland","Man",100,2,"PL"
"mojzesz","moshe merin","Poland","Man",100,11,"PL"
"monica","monica nickel","Poland","Woman",100,1,"PL"
"moniek","morris rosen","Poland","Man",100,2,"PL"
"monika","monika brzezińska-paszke","Poland","Woman",100,529,"PL"
"monique","monique stalens","Poland","Woman",100,1,"PL"
"mordecai","mordecai yoffe","Poland","Man",100,1,"PL"
"mordechai","mordecai lensky","Poland","Man",100,3,"PL"
"mordechaj","mordechai anielewicz","Poland","Man",100,8,"PL"
"moritz","moritz moszkowski","Poland","Man",100,3,"PL"
"moriz","moriz rosenthal","Poland","Man",100,1,"PL"
"morris","morris schrage","Poland","Man",100,5,"PL"
"moses","mosheh ish laski","Poland","Man",100,2,"PL"
"moshe","moshe bromberg","Poland","Man",100,15,"PL"
"moshe zvi","moshe-zvi neria","Poland","Man",100,1,"PL"
"mscislaw","kajus augustyniak","Poland","Man",100,5,"PL"
"mykhailo","mykhailo pipan","Poland","Man",100,4,"PL"
"mykola","mykola horbal","Poland","Man",100,6,"PL"
"mykolas","mykolas habermanas","Poland","Man",100,1,"PL"
"myron","miron sycz","Poland","Man",100,4,"PL"
"myroslav","myroslav ivan lubachivsky","Poland","Man",100,2,"PL"
"na'ama","naama bernstein","Poland","Woman",100,1,"PL"
"nachman","nachman syrkin","Poland","Man",100,1,"PL"
"nadezhda","nadzieja drucka","Poland","Woman",100,3,"PL"
"nadia","nadia szagdaj","Poland","Woman",100,6,"PL"
"nadiyane","nadia protskiv","Poland","Woman",100,1,"PL"
"nadzieja","nadzieja artymowicz","Poland","Woman",100,4,"PL"
"naftali","norman salsitz","Poland","Man",100,3,"PL"
"nahum","nahum zolotov","Poland","Man",100,3,"PL"
"naphtal","naphtal zorman","Poland","Man",100,1,"PL"
"napoleon","napoleon siemaszko","Poland","Man",100,14,"PL"
"narcyz","antoni pruszewicz","Poland","Man",100,10,"PL"
"narcyza","narcyza żmichowska","Poland","Woman",100,1,"PL"
"nastazja","nastazja brajczewska","Poland","Woman",100,1,"PL"
"natalia","natalia moszkowska","Poland","Woman",99.1525423728814,236,"PL"
"natalie","natalie brunell","Poland","Woman",100,2,"PL"
"natallia","nataliya trafimava","Poland","Woman",100,1,"PL"
"natalya","natalia pocztowiak","Poland","Woman",100,1,"PL"
"natan","natan szwalbe","Poland","Man",100,11,"PL"
"natanael","natan węgrzycki-szymczyk","Poland","Man",100,1,"PL"
"natascha","natascha niemczyk","Poland","Woman",100,1,"PL"
"natasha","natasha malicka","Poland","Woman",100,1,"PL"
"natasza","natasza czarmińska","Poland","Woman",100,8,"PL"
"nate","nate mack","Poland","Man",100,1,"PL"
"nathalie","nathalie bolgert","Poland","Woman",100,1,"PL"
"nathan","nathan sobel","Poland","Man",100,6,"PL"
"naum","naum wortman","Poland","Man",100,1,"PL"
"nawoja","olga tokarczuk","Poland","Woman",100,1,"PL"
"nazim","nâzım hikmet","Poland","Man",100,1,"PL"
"nechama","nechama tec","Poland","Woman",100,2,"PL"
"nehemiah","nehemiah samuel libowitz","Poland","Man",100,1,"PL"
"nela","nela the little reporter","Poland","Woman",100,2,"PL"
"neli","neli morawicka-rudnicka","Poland","Woman",100,1,"PL"
"nell","nell czarnota","Poland","Woman",100,1,"PL"
"nelli","nelli rokita","Poland","Woman",100,1,"PL"
"nelly","nelly toll","Poland","Woman",100,5,"PL"
"nemezjusz","nemezjusz mateusz pazio","Poland","Man",100,1,"PL"
"nepomucen","nepomucen godlewski","Poland","Man",100,4,"PL"
"nepomucena","nepomucena kostecka","Poland","Woman",100,1,"PL"
"nereo","filip neriusz walter","Poland","Man",100,1,"PL"
"nestor","nestor oszczypko","Poland","Man",100,4,"PL"
"ngoc thanh","ngoc thanh nguyen","Poland","Man",100,1,"PL"
"nicholas","nicholas sekunda","Poland","Man",100,1,"PL"
"nick","nick sucharski","Poland","Man",100,3,"PL"
"nicola","nicola zalewski","Poland","Man",100,1,"PL"
"nicolas","jules babick","Poland","Man",100,9,"PL"
"nicole","nicole dołowy-rybińska","Poland","Woman",100,6,"PL"
"niemir","niemir bidziński","Poland","Man",100,1,"PL"
"nika","nika lubowicz","Poland","Woman",100,2,"PL"
"nikanor","nikanor","Poland","Man",100,1,"PL"
"niki","niki ikonomu","Poland","Woman",100,1,"PL"
"nikita","nykyta budka","Poland","Man",100,1,"PL"
"nikodem","jerzy kosinski","Poland","Man",100,15,"PL"
"nikol","nikol plosaj","Poland","Woman",100,1,"PL"
"nikolai","mikołaj serebrennikow","Poland","Man",100,8,"PL"
"nikolaj","daniel","Poland","Man",100,1,"PL"
"nikolaus","nicholas von renys","Poland","Man",100,4,"PL"
"nikon","nikon (potapczuk)","Poland","Man",100,1,"PL"
"nikos","nikos chadzinikolau","Poland","Man",100,1,"PL"
"nina","nina markiewicz-mikołajczyk","Poland","Woman",97.2972972972973,37,"PL"
"ninel","ninela irga-jaworska","Poland","Woman",100,1,"PL"
"ninette","ninette nerval","Poland","Woman",100,1,"PL"
"noach","noach pryłucki","Poland","Man",100,1,"PL"
"noah","noach flug","Poland","Man",100,1,"PL"
"noemi","noemi jungbach","Poland","Woman",100,3,"PL"
"nonna","nonna bakun-czubarow","Poland","Woman",100,1,"PL"
"nora","nora szczepańska","Poland","Woman",100,5,"PL"
"norbert","norbert mnich","Poland","Man",100,75,"PL"
"norberto","norberto lópez-gil","Poland","Man",100,1,"PL"
"norman","norman salsitz","Poland","Man",100,2,"PL"
